session_timestamp_ms,phase,gsr,timestamp_ms
0,relax,1.44,0
202,relax,1.44,202
404,relax,1.44,404
607,relax,1.24,607
809,relax,1.24,809
1012,relax,1.24,1012
1215,relax,1.44,1215
1418,relax,1.24,1418
1620,relax,1.44,1620
1823,relax,1.44,1823
2026,relax,1.44,2026
2229,relax,1.24,2229
2432,relax,1.24,2432
2634,relax,1.24,2634
2837,relax,1.34,2837
3040,relax,1.53,3040
3243,relax,1.53,3243
3445,relax,1.44,3445
3648,relax,1.44,3648
3851,relax,1.44,3851
4054,relax,1.34,4054
4256,relax,1.63,4256
4459,relax,1.63,4459
4662,relax,1.53,4662
4865,relax,1.53,4865
5067,relax,1.53,5067
5270,relax,1.34,5270
5473,relax,1.24,5473
5675,relax,1.24,5675
5877,relax,1.34,5877
6080,relax,1.44,6080
6283,relax,2.22,6283
6486,relax,1.53,6486
6688,relax,1.53,6688
6891,relax,1.24,6891
7094,relax,1.44,7094
7297,relax,1.44,7297
7499,relax,1.53,7499
7702,relax,1.73,7702
7905,relax,1.63,7905
8108,relax,1.63,8108
8310,relax,1.73,8310
8513,relax,1.53,8513
8716,relax,1.44,8716
8919,relax,1.44,8919
9121,relax,1.44,9121
9324,relax,1.63,9324
9527,relax,1.63,9527
9730,relax,1.63,9730
9932,relax,1.44,9932
10135,relax,1.63,10135
10338,relax,1.44,10338
10541,relax,1.53,10541
10743,relax,1.63,10743
10946,relax,1.73,10946
11149,relax,1.73,11149
11352,relax,1.53,11352
11554,relax,1.44,11554
11757,relax,1.44,11757
11960,relax,1.44,11960
12163,relax,1.44,12163
12365,relax,1.63,12365
12568,relax,1.63,12568
12771,relax,1.53,12771
12974,relax,1.44,12974
13176,relax,1.34,13176
13379,relax,1.63,13379
13582,relax,1.44,13582
13785,relax,1.53,13785
13987,relax,2.22,13987
14190,relax,1.63,14190
14393,relax,1.44,14393
14596,relax,1.44,14596
14798,relax,1.34,14798
15001,relax,1.34,15001
15204,relax,1.53,15204
15407,relax,1.44,15407
15609,relax,1.44,15609
15812,relax,1.44,15812
16015,relax,1.34,16015
16218,relax,1.44,16218
16420,relax,1.34,16420
16623,relax,1.44,16623
16826,relax,1.34,16826
17029,relax,1.53,17029
17231,relax,1.53,17231
17434,relax,1.44,17434
17637,relax,1.24,17637
17840,relax,1.34,17840
18042,relax,1.44,18042
18245,relax,1.44,18245
18448,relax,1.53,18448
18651,relax,1.63,18651
18853,relax,1.44,18853
19056,relax,1.34,19056
19259,relax,1.24,19259
19462,relax,1.34,19462
19664,relax,1.34,19664
19867,relax,1.44,19867
20070,relax,1.53,20070
20273,relax,1.44,20273
20475,relax,1.34,20475
20678,relax,1.34,20678
20881,relax,1.05,20881
21084,relax,1.34,21084
21286,relax,1.44,21286
21489,relax,1.63,21489
21692,relax,1.44,21692
21895,relax,1.34,21895
22097,relax,1.24,22097
22301,relax,1.24,22301
22504,relax,1.24,22504
22707,relax,1.34,22707
22909,relax,1.44,22909
23112,relax,1.44,23112
23315,relax,1.44,23315
23518,relax,-1.0,23518
23720,relax,1.14,23720
23923,relax,1.24,23923
24126,relax,1.24,24126
24329,relax,1.53,24329
24531,relax,1.44,24531
24734,relax,1.53,24734
24937,relax,1.73,24937
25140,relax,1.24,25140
25342,relax,1.14,25342
25545,relax,1.24,25545
25748,relax,1.34,25748
25951,relax,1.34,25951
26153,relax,1.44,26153
26356,relax,1.34,26356
26559,relax,-1.0,26559
26762,relax,1.24,26762
26964,relax,1.24,26964
27167,relax,1.24,27167
27370,relax,1.44,27370
27573,relax,1.44,27573
27776,relax,1.44,27776
27978,relax,1.34,27978
28181,relax,1.24,28181
28384,relax,1.14,28384
28587,relax,1.24,28587
28789,relax,1.44,28789
28992,relax,1.44,28992
29195,relax,1.44,29195
29398,relax,1.53,29398
29600,relax,-1.0,29600
29803,relax,1.24,29803
30006,relax,1.24,30006
30209,relax,1.34,30209
30411,relax,1.34,30411
30614,relax,1.44,30614
30817,relax,1.44,30817
31020,relax,1.24,31020
31222,relax,1.24,31222
31425,relax,1.14,31425
31628,relax,1.24,31628
31831,relax,1.24,31831
32033,relax,1.44,32033
32236,relax,1.44,32236
32439,relax,1.34,32439
32642,relax,1.24,32642
32844,relax,1.24,32844
33047,relax,1.24,33047
33250,relax,-1.0,33250
33453,relax,1.24,33453
33655,relax,1.34,33655
33858,relax,1.44,33858
34061,relax,1.44,34061
34264,relax,1.34,34264
34466,relax,1.24,34466
34669,relax,1.24,34669
34872,relax,1.24,34872
35075,relax,1.44,35075
35277,relax,1.53,35277
35480,relax,1.34,35480
35683,relax,1.24,35683
35886,relax,1.34,35886
36088,relax,1.24,36088
36291,relax,1.44,36291
36494,relax,1.24,36494
36697,relax,1.63,36697
36899,relax,1.53,36899
37102,relax,1.44,37102
37305,relax,1.44,37305
37508,relax,1.34,37508
37710,relax,1.53,37710
37913,relax,1.53,37913
38116,relax,1.44,38116
38319,relax,1.63,38319
38521,relax,1.53,38521
38724,relax,1.24,38724
38927,relax,2.02,38927
39130,relax,1.34,39130
39332,relax,1.34,39332
39535,relax,1.53,39535
39738,relax,1.53,39738
39941,relax,1.63,39941
40143,relax,1.53,40143
40347,relax,1.53,40347
40550,relax,1.24,40550
40753,relax,1.34,40753
40955,relax,1.83,40955
41158,relax,1.53,41158
41361,relax,1.63,41361
41564,relax,1.53,41564
41766,relax,1.44,41766
41969,relax,1.53,41969
42172,relax,1.34,42172
42375,relax,1.44,42375
42577,relax,1.53,42577
42780,relax,1.53,42780
42983,relax,1.44,42983
43186,relax,1.44,43186
43388,relax,1.34,43388
43591,relax,1.24,43591
43794,relax,1.34,43794
43997,relax,2.02,43997
44199,relax,1.53,44199
44402,relax,1.53,44402
44605,relax,1.44,44605
44808,relax,-1.0,44808
45010,relax,1.24,45010
45213,relax,1.34,45213
45416,relax,1.83,45416
45619,relax,1.44,45619
45821,relax,1.24,45821
46024,relax,1.53,46024
46227,relax,1.53,46227
46430,relax,1.34,46430
46632,relax,1.34,46632
46835,relax,1.34,46835
47038,relax,1.44,47038
47241,relax,1.53,47241
47443,relax,1.63,47443
47646,relax,1.44,47646
47849,relax,1.34,47849
48052,relax,1.34,48052
48254,relax,1.34,48254
48457,relax,1.44,48457
48660,relax,1.53,48660
48863,relax,1.53,48863
49065,relax,1.53,49065
49268,relax,1.34,49268
49471,relax,1.44,49471
49674,relax,1.34,49674
49876,relax,1.34,49876
50079,relax,1.44,50079
50282,relax,1.53,50282
50485,relax,2.12,50485
50688,relax,1.34,50688
50890,relax,1.34,50890
51093,relax,1.34,51093
51296,relax,1.44,51296
51499,relax,1.53,51499
51701,relax,1.73,51701
51904,relax,1.73,51904
52107,relax,1.83,52107
52310,relax,1.44,52310
52512,relax,1.53,52512
52715,relax,1.44,52715
52918,relax,1.53,52918
53121,relax,1.63,53121
53323,relax,1.63,53323
53526,relax,1.73,53526
53729,relax,1.53,53729
53932,relax,1.53,53932
54134,relax,1.44,54134
54337,relax,1.83,54337
54540,relax,1.53,54540
54743,relax,1.63,54743
54945,relax,1.73,54945
55148,relax,1.53,55148
55351,relax,1.44,55351
55554,relax,1.44,55554
55756,relax,1.53,55756
55959,relax,1.53,55959
56162,relax,1.53,56162
56365,relax,1.63,56365
56567,relax,1.63,56567
56770,relax,1.44,56770
56973,relax,1.24,56973
57176,relax,1.14,57176
57378,relax,1.24,57378
57581,relax,1.53,57581
57784,relax,1.53,57784
57987,relax,1.63,57987
58189,relax,1.73,58189
58392,relax,1.34,58392
58595,relax,1.34,58595
58799,relax,1.34,58799
59001,relax,1.53,59001
59204,relax,1.63,59204
59407,relax,1.73,59407
59610,relax,1.53,59610
59812,relax,1.34,59812
60015,relax,1.63,60015
60218,relax,1.34,60218
60421,relax,1.34,60421
60623,relax,1.53,60623
60826,relax,1.53,60826
61029,relax,1.53,61029
61232,relax,1.53,61232
61434,relax,1.34,61434
61637,relax,1.34,61637
61840,relax,1.34,61840
62043,relax,1.44,62043
62245,relax,1.53,62245
62448,relax,1.73,62448
62651,relax,1.53,62651
62854,relax,1.44,62854
63056,relax,1.34,63056
63259,relax,1.34,63259
63462,relax,1.44,63462
63665,relax,1.53,63665
63867,relax,1.63,63867
64070,relax,1.53,64070
64273,relax,1.53,64273
64476,relax,1.34,64476
64678,relax,1.24,64678
64881,relax,1.44,64881
65084,relax,1.44,65084
65287,relax,1.53,65287
65489,relax,1.53,65489
65692,relax,1.53,65692
65895,relax,2.22,65895
66098,relax,1.34,66098
66300,relax,1.34,66300
66503,relax,1.53,66503
66706,relax,1.63,66706
66909,relax,1.83,66909
67111,relax,1.73,67111
67314,relax,1.63,67314
67517,relax,1.44,67517
67720,relax,1.53,67720
67922,relax,1.53,67922
68125,relax,1.63,68125
68328,relax,1.93,68328
68531,relax,1.73,68531
68733,relax,1.63,68733
68936,relax,1.53,68936
69139,relax,1.53,69139
69342,relax,2.22,69342
69544,relax,1.73,69544
69747,relax,1.93,69747
69950,relax,2.12,69950
70153,relax,2.02,70153
70355,relax,1.93,70355
70558,relax,1.83,70558
70761,relax,1.73,70761
70964,relax,1.93,70964
71166,relax,2.02,71166
71369,relax,2.02,71369
71572,relax,2.12,71572
71775,relax,2.02,71775
71977,relax,1.93,71977
72180,relax,1.93,72180
72383,relax,1.93,72383
72586,relax,2.12,72586
72788,relax,2.22,72788
72991,relax,2.32,72991
73194,relax,2.71,73194
73397,relax,2.22,73397
73600,relax,2.02,73600
73802,relax,2.02,73802
74005,relax,2.02,74005
74208,relax,2.02,74208
74411,relax,2.32,74411
74613,relax,2.41,74613
74816,relax,2.02,74816
75019,relax,1.93,75019
75222,relax,1.83,75222
75424,relax,1.83,75424
75627,relax,2.02,75627
75830,relax,2.02,75830
76033,relax,1.93,76033
76235,relax,1.63,76235
76438,relax,1.93,76438
76641,relax,1.93,76641
76845,relax,1.83,76845
77047,relax,1.93,77047
77250,relax,2.02,77250
77453,relax,2.02,77453
77656,relax,2.02,77656
77858,relax,1.93,77858
78061,relax,1.83,78061
78264,relax,1.63,78264
78467,relax,2.32,78467
78669,relax,1.93,78669
78872,relax,1.93,78872
79075,relax,2.02,79075
79278,relax,1.93,79278
79480,relax,1.83,79480
79683,relax,1.63,79683
79886,relax,1.73,79886
80089,relax,1.83,80089
80291,relax,1.93,80291
80494,relax,1.93,80494
80697,relax,1.93,80697
80900,relax,1.83,80900
81102,relax,1.73,81102
81305,relax,1.63,81305
81508,relax,1.73,81508
81711,relax,1.73,81711
81913,relax,1.83,81913
82116,relax,1.93,82116
82319,relax,1.83,82319
82522,relax,1.63,82522
82724,relax,1.63,82724
82927,relax,1.44,82927
83130,relax,1.73,83130
83333,relax,2.02,83333
83535,relax,1.83,83535
83738,relax,1.93,83738
83941,relax,1.73,83941
84144,relax,1.63,84144
84346,relax,1.53,84346
84549,relax,1.44,84549
84752,relax,1.73,84752
84955,relax,1.83,84955
85157,relax,1.83,85157
85360,relax,1.83,85360
85563,relax,1.53,85563
85766,relax,2.22,85766
85968,relax,1.63,85968
86171,relax,1.73,86171
86374,relax,1.73,86374
86577,relax,1.73,86577
86779,relax,1.73,86779
86982,relax,1.24,86982
87185,relax,1.73,87185
87388,relax,1.53,87388
87590,relax,1.53,87590
87793,relax,1.63,87793
87996,relax,1.73,87996
88199,relax,1.83,88199
88401,relax,1.63,88401
88604,relax,1.53,88604
88807,relax,1.44,88807
89010,relax,1.53,89010
89212,relax,1.63,89212
89415,relax,1.73,89415
89618,relax,1.83,89618
89821,relax,1.83,89821
90023,relax,1.44,90023
90226,relax,1.93,90226
90429,relax,1.44,90429
90632,relax,1.53,90632
90834,relax,1.63,90834
91037,relax,1.73,91037
91240,relax,1.73,91240
91443,relax,1.63,91443
91645,relax,1.24,91645
91848,relax,1.44,91848
92051,relax,1.44,92051
92254,relax,1.63,92254
92456,relax,1.63,92456
92659,relax,1.73,92659
92862,relax,1.63,92862
93065,relax,1.53,93065
93267,relax,1.44,93267
93470,relax,1.63,93470
93673,relax,1.44,93673
93876,relax,1.44,93876
94078,relax,1.63,94078
94281,relax,1.73,94281
94484,relax,1.73,94484
94687,relax,1.44,94687
94889,relax,1.44,94889
95092,relax,1.44,95092
95295,relax,1.93,95295
95498,relax,1.63,95498
95700,relax,1.73,95700
95903,relax,1.24,95903
96107,relax,1.53,96107
96310,relax,1.53,96310
96513,relax,1.44,96513
96715,relax,1.24,96715
96918,relax,1.63,96918
97121,relax,1.73,97121
97324,relax,1.63,97324
97526,relax,1.53,97526
97729,relax,1.44,97729
97932,relax,1.44,97932
98135,relax,1.53,98135
98337,relax,1.53,98337
98540,relax,1.83,98540
98743,relax,1.73,98743
98946,relax,1.44,98946
99148,relax,1.53,99148
99351,relax,1.44,99351
99554,relax,1.44,99554
99757,relax,1.53,99757
99959,relax,1.63,99959
100162,relax,1.63,100162
100365,relax,1.83,100365
100568,relax,1.44,100568
100770,relax,1.34,100770
100973,relax,1.44,100973
101176,relax,1.53,101176
101379,relax,1.63,101379
101581,relax,1.73,101581
101784,relax,1.73,101784
101987,relax,1.53,101987
102190,relax,1.24,102190
102392,relax,1.34,102392
102595,relax,1.44,102595
102798,relax,1.44,102798
103002,relax,1.63,103002
103204,relax,1.73,103204
103407,relax,1.63,103407
103610,relax,1.44,103610
103813,relax,1.44,103813
104015,relax,1.44,104015
104218,relax,1.53,104218
104421,relax,1.73,104421
104624,relax,1.73,104624
104826,relax,1.73,104826
105029,relax,1.63,105029
105232,relax,1.53,105232
105435,relax,1.53,105435
105637,relax,1.63,105637
105840,relax,1.73,105840
106043,relax,1.73,106043
106247,relax,1.83,106247
106449,relax,1.73,106449
106652,relax,1.53,106652
106855,relax,1.53,106855
107058,relax,1.53,107058
107260,relax,1.63,107260
107463,relax,1.73,107463
107666,relax,1.83,107666
107869,relax,1.53,107869
108071,relax,1.53,108071
108274,relax,1.53,108274
108477,relax,1.44,108477
108680,relax,1.63,108680
108882,relax,1.63,108882
109085,relax,1.73,109085
109288,relax,1.73,109288
109492,relax,1.53,109492
109694,relax,1.53,109694
109897,relax,1.53,109897
110100,relax,1.73,110100
110303,relax,1.73,110303
110505,relax,1.73,110505
110708,relax,1.73,110708
110911,relax,1.63,110911
111114,relax,1.53,111114
111316,relax,1.53,111316
111519,relax,1.63,111519
111722,relax,1.73,111722
111925,relax,1.93,111925
112128,relax,2.41,112128
112330,relax,1.83,112330
112533,relax,1.73,112533
112737,relax,1.73,112737
112940,relax,1.73,112940
113142,relax,1.93,113142
113345,relax,2.02,113345
113548,relax,2.12,113548
113751,relax,2.41,113751
113953,relax,2.12,113953
114156,relax,1.83,114156
114359,relax,1.93,114359
114562,relax,1.93,114562
114764,relax,2.02,114764
114967,relax,2.12,114967
115170,relax,2.02,115170
115373,relax,1.93,115373
115575,relax,1.83,115575
115778,relax,1.73,115778
115981,relax,1.83,115981
116185,relax,1.63,116185
116387,relax,2.02,116387
116590,relax,2.02,116590
116793,relax,1.93,116793
116996,relax,1.73,116996
117198,relax,1.73,117198
117401,relax,1.73,117401
117604,relax,1.83,117604
117807,relax,1.93,117807
118009,relax,1.93,118009
118212,relax,1.93,118212
118415,relax,1.83,118415
118618,relax,1.73,118618
118820,relax,1.73,118820
119023,relax,1.73,119023
119226,relax,1.93,119226
119430,relax,1.93,119430
119632,relax,1.63,119632
119835,relax,1.93,119835
120038,relax,1.83,120038
120241,relax,1.73,120241
120443,relax,1.73,120443
120646,relax,1.93,120646
120849,relax,1.93,120849
121052,relax,1.93,121052
121254,relax,1.83,121254
121457,relax,1.73,121457
121660,relax,1.63,121660
121863,relax,1.63,121863
122065,relax,1.73,122065
122268,relax,1.83,122268
122471,relax,1.63,122471
122674,relax,1.93,122674
122877,relax,2.12,122877
123080,relax,1.63,123080
123283,relax,1.24,123283
123486,relax,1.73,123486
123688,relax,1.83,123688
123891,relax,1.93,123891
124094,relax,1.83,124094
124297,relax,1.73,124297
124499,relax,1.63,124499
124702,relax,1.73,124702
124905,relax,1.63,124905
125108,relax,1.83,125108
125310,relax,1.83,125310
125513,relax,1.93,125513
125716,relax,1.93,125716
125919,relax,1.73,125919
126123,relax,1.63,126123
126325,relax,1.83,126325
126528,relax,2.02,126528
126731,relax,1.93,126731
126934,relax,2.02,126934
127136,relax,2.02,127136
127339,relax,2.61,127339
127542,relax,1.73,127542
127745,relax,1.73,127745
127947,relax,1.83,127947
128150,relax,1.93,128150
128353,relax,2.02,128353
128556,relax,1.83,128556
128758,relax,1.93,128758
128961,relax,1.63,128961
129164,relax,1.73,129164
129367,relax,1.73,129367
129570,relax,1.93,129570
129773,relax,2.22,129773
129976,relax,1.93,129976
130179,relax,2.02,130179
130381,relax,1.73,130381
130584,relax,1.63,130584
130787,relax,1.83,130787
130990,relax,1.93,130990
131192,relax,1.93,131192
131395,relax,1.93,131395
131598,relax,1.83,131598
131801,relax,1.63,131801
132003,relax,1.63,132003
132206,relax,1.63,132206
132409,relax,1.24,132409
132612,relax,1.83,132612
132814,relax,1.93,132814
133018,relax,2.02,133018
133221,relax,1.93,133221
133424,relax,1.73,133424
133626,relax,2.02,133626
133829,relax,1.83,133829
134032,relax,2.02,134032
134235,relax,2.22,134235
134437,relax,2.12,134437
134640,relax,1.93,134640
134843,relax,1.83,134843
135046,relax,1.73,135046
135248,relax,1.73,135248
135451,relax,1.93,135451
135654,relax,1.93,135654
135857,relax,1.93,135857
136059,relax,1.93,136059
136262,relax,1.73,136262
136466,relax,2.41,136466
136669,relax,2.32,136669
136871,relax,1.73,136871
137074,relax,2.51,137074
137277,relax,2.61,137277
137480,relax,1.93,137480
137682,relax,1.73,137682
137885,relax,1.63,137885
138088,relax,1.63,138088
138291,relax,1.73,138291
138493,relax,2.12,138493
138696,relax,2.02,138696
138899,relax,1.93,138899
139102,relax,1.73,139102
139304,relax,2.22,139304
139507,relax,1.53,139507
139711,relax,1.73,139711
139914,relax,1.73,139914
140116,relax,1.83,140116
140319,relax,1.83,140319
140522,relax,1.83,140522
140725,relax,1.73,140725
140928,relax,1.63,140928
141130,relax,1.63,141130
141333,relax,1.73,141333
141536,relax,1.73,141536
141739,relax,1.83,141739
141941,relax,1.73,141941
142144,relax,1.73,142144
142347,relax,1.63,142347
142550,relax,1.44,142550
142752,relax,1.44,142752
142956,relax,1.73,142956
143159,relax,1.83,143159
143362,relax,1.83,143362
143564,relax,1.63,143564
143767,relax,1.63,143767
143970,relax,1.53,143970
144173,relax,1.63,144173
144375,relax,1.73,144375
144578,relax,1.63,144578
144781,relax,1.83,144781
144984,relax,1.83,144984
145186,relax,1.53,145186
145389,relax,1.53,145389
145592,relax,1.53,145592
145795,relax,1.34,145795
145997,relax,1.73,145997
146201,relax,1.73,146201
146404,relax,2.41,146404
146607,relax,1.73,146607
146809,relax,1.53,146809
147012,relax,1.53,147012
147215,relax,1.63,147215
147418,relax,1.73,147418
147620,relax,1.83,147620
147823,relax,1.83,147823
148026,relax,1.73,148026
148229,relax,1.73,148229
148431,relax,1.53,148431
148634,relax,1.53,148634
148837,relax,1.73,148837
149040,relax,1.73,149040
149242,relax,1.73,149242
149446,relax,1.73,149446
149649,relax,1.53,149649
149852,relax,1.53,149852
150054,relax,1.53,150054
150257,relax,1.24,150257
150460,relax,1.73,150460
150663,relax,1.73,150663
150865,relax,1.73,150865
151068,relax,1.63,151068
151271,relax,1.53,151271
151474,relax,1.44,151474
151676,relax,1.63,151676
151879,relax,1.63,151879
152082,relax,1.73,152082
152285,relax,1.73,152285
152487,relax,1.63,152487
152691,relax,1.44,152691
152894,relax,1.53,152894
153097,relax,1.53,153097
153299,relax,1.73,153299
153502,relax,1.73,153502
153705,relax,1.63,153705
153908,relax,1.73,153908
154110,relax,1.53,154110
154313,relax,1.63,154313
154516,relax,1.63,154516
154719,relax,1.63,154719
154921,relax,1.73,154921
155124,relax,1.63,155124
155327,relax,1.73,155327
155530,relax,1.53,155530
155732,relax,1.73,155732
155936,relax,1.63,155936
156139,relax,1.73,156139
156342,relax,1.73,156342
156545,relax,1.83,156545
156747,relax,1.93,156747
156950,relax,1.73,156950
157153,relax,1.63,157153
157356,relax,1.53,157356
157558,relax,1.83,157558
157761,relax,1.73,157761
157964,relax,1.83,157964
158167,relax,1.83,158167
158369,relax,1.73,158369
158572,relax,1.44,158572
158775,relax,1.53,158775
158978,relax,1.63,158978
159181,relax,1.73,159181
159384,relax,1.83,159384
159587,relax,1.83,159587
159790,relax,1.73,159790
159992,relax,1.63,159992
160195,relax,1.63,160195
160398,relax,1.53,160398
160601,relax,1.83,160601
160803,relax,1.73,160803
161006,relax,1.93,161006
161209,relax,1.83,161209
161412,relax,1.63,161412
161614,relax,1.63,161614
161817,relax,1.53,161817
162020,relax,1.63,162020
162223,relax,1.63,162223
162426,relax,1.73,162426
162629,relax,1.83,162629
162832,relax,1.63,162832
163035,relax,1.44,163035
163237,relax,1.53,163237
163440,relax,1.53,163440
163643,relax,1.63,163643
163846,relax,1.63,163846
164048,relax,2.41,164048
164251,relax,2.41,164251
164454,relax,1.73,164454
164657,relax,1.63,164657
164859,relax,1.24,164859
165062,relax,2.12,165062
165265,relax,1.83,165265
165468,relax,1.93,165468
165671,relax,1.93,165671
165874,relax,2.12,165874
166077,relax,1.73,166077
166280,relax,1.63,166280
166482,relax,1.73,166482
166685,relax,2.22,166685
166888,relax,2.51,166888
167091,relax,1.83,167091
167293,relax,1.73,167293
167496,relax,1.63,167496
167699,relax,1.24,167699
167902,relax,1.63,167902
168104,relax,1.73,168104
168307,relax,1.83,168307
168510,relax,1.93,168510
168713,relax,1.73,168713
168915,relax,1.63,168915
169119,relax,1.44,169119
169322,relax,1.83,169322
169525,relax,1.83,169525
169728,relax,1.83,169728
169930,relax,1.83,169930
170133,relax,1.83,170133
170336,relax,1.73,170336
170539,relax,2.22,170539
170741,relax,1.83,170741
170944,relax,1.73,170944
171147,relax,1.93,171147
171350,relax,1.83,171350
171552,relax,1.93,171552
171755,relax,1.63,171755
171958,relax,1.63,171958
172161,relax,1.63,172161
172364,relax,1.73,172364
172567,relax,1.73,172567
172770,relax,1.83,172770
172973,relax,1.83,172973
173175,relax,1.73,173175
173378,relax,1.73,173378
173581,relax,1.44,173581
173784,relax,1.44,173784
173986,relax,1.63,173986
174189,relax,1.83,174189
174392,relax,2.02,174392
174595,relax,1.83,174595
174797,relax,1.73,174797
175000,relax,1.53,175000
175203,relax,1.63,175203
175406,relax,1.83,175406
175609,relax,2.12,175609
175812,relax,1.83,175812
176015,relax,2.02,176015
176218,relax,2.61,176218
176420,relax,1.73,176420
176623,relax,1.83,176623
176826,relax,1.83,176826
177029,relax,2.71,177029
177231,relax,2.12,177231
177434,relax,2.12,177434
177637,relax,2.02,177637
177840,relax,1.93,177840
178042,relax,1.93,178042
178245,relax,1.93,178245
178448,relax,2.12,178448
178651,relax,2.22,178651
178853,relax,2.22,178853
179057,relax,2.12,179057
179260,relax,2.02,179260
179463,relax,1.93,179463
179665,relax,2.61,179665
179868,relax,2.12,179868
180000,stairs,3.39,0
180071,relax,2.32,180071
180202,stairs,3.39,202
180274,relax,2.32,180274
180404,stairs,3.29,404
180476,relax,2.22,180476
180607,stairs,3.39,607
180679,relax,2.12,180679
180809,stairs,3.39,809
180882,relax,1.93,180882
181012,stairs,3.49,1012
181085,relax,1.93,181085
181215,stairs,3.49,1215
181287,relax,1.83,181287
181418,stairs,3.49,1418
181490,relax,2.02,181490
181620,stairs,3.49,1620
181693,relax,2.41,181693
181823,stairs,3.39,1823
182026,stairs,3.39,2026
182229,stairs,3.39,2229
182432,stairs,3.29,2432
182634,stairs,3.29,2634
182837,stairs,3.29,2837
183040,stairs,3.39,3040
183243,stairs,3.39,3243
183445,stairs,3.49,3445
183648,stairs,3.49,3648
183851,stairs,3.59,3851
184054,stairs,3.78,4054
184256,stairs,3.59,4256
184459,stairs,3.59,4459
184662,stairs,3.49,4662
184865,stairs,3.39,4865
185067,stairs,3.29,5067
185270,stairs,3.39,5270
185472,stairs,3.69,5472
185675,stairs,3.59,5675
185877,stairs,3.69,5877
186080,stairs,3.88,6080
186283,stairs,3.78,6283
186486,stairs,3.98,6486
186688,stairs,3.69,6688
186891,stairs,3.78,6891
187094,stairs,3.78,7094
187297,stairs,3.98,7297
187499,stairs,3.88,7499
187702,stairs,3.88,7702
187905,stairs,3.88,7905
188108,stairs,3.69,8108
188310,stairs,3.69,8310
188513,stairs,3.49,8513
188716,stairs,3.59,8716
188919,stairs,3.59,8919
189121,stairs,3.59,9121
189324,stairs,3.59,9324
189527,stairs,3.39,9527
189730,stairs,3.2,9730
189932,stairs,3.29,9932
190135,stairs,3.2,10135
190338,stairs,3.39,10338
190541,stairs,3.39,10541
190743,stairs,3.49,10743
190946,stairs,3.49,10946
191149,stairs,3.39,11149
